00000;0000*;000**;00***;0****;*
00001;0000*;000**;00***;0****;*
00002;0000*;000**;00***;0****;*
00003;0000*;000**;00***;0****;*
00004;0000*;000**;00***;0****;*
00005;0000*;000**;00***;0****;*
00006;0000*;000**;00***;0****;*
00007;0000*;000**;00***;0****;*
00008;0000*;000**;00***;0****;*
00009;0000*;000**;00***;0****;*
00010;0001*;000**;00***;0****;*
00011;0001*;000**;00***;0****;*
00012;0001*;000**;00***;0****;*
00013;0001*;000**;00***;0****;*
00014;0001*;000**;00***;0****;*
00015;0001*;000**;00***;0****;*
00016;0001*;000**;00***;0****;*
00017;0001*;000**;00***;0****;*
00018;0001*;000**;00***;0****;*
00019;0001*;000**;00***;0****;*
00020;0002*;000**;00***;0****;*
00021;0002*;000**;00***;0****;*
00022;0002*;000**;00***;0****;*
00023;0002*;000**;00***;0****;*
00024;0002*;000**;00***;0****;*
00025;0002*;000**;00***;0****;*
00026;0002*;000**;00***;0****;*
00027;0002*;000**;00***;0****;*
00028;0002*;000**;00***;0****;*
00029;0002*;000**;00***;0****;*
00030;0003*;000**;00***;0****;*
00031;0003*;000**;00***;0****;*
00032;0003*;000**;00***;0****;*
00033;0003*;000**;00***;0****;*
00034;0003*;000**;00***;0****;*
00035;0003*;000**;00***;0****;*
00036;0003*;000**;00***;0****;*
00037;0003*;000**;00***;0****;*
00038;0003*;000**;00***;0****;*
00039;0003*;000**;00***;0****;*
00040;0004*;000**;00***;0****;*
00041;0004*;000**;00***;0****;*
00042;0004*;000**;00***;0****;*
00043;0004*;000**;00***;0****;*
00044;0004*;000**;00***;0****;*
00045;0004*;000**;00***;0****;*
00046;0004*;000**;00***;0****;*
00047;0004*;000**;00***;0****;*
00048;0004*;000**;00***;0****;*
00049;0004*;000**;00***;0****;*
00050;0005*;000**;00***;0****;*
00051;0005*;000**;00***;0****;*
00052;0005*;000**;00***;0****;*
00053;0005*;000**;00***;0****;*
00054;0005*;000**;00***;0****;*
00055;0005*;000**;00***;0****;*
00056;0005*;000**;00***;0****;*
00057;0005*;000**;00***;0****;*
00058;0005*;000**;00***;0****;*
00059;0005*;000**;00***;0****;*
00060;0006*;000**;00***;0****;*
00061;0006*;000**;00***;0****;*
00062;0006*;000**;00***;0****;*
00063;0006*;000**;00***;0****;*
00064;0006*;000**;00***;0****;*
00065;0006*;000**;00***;0****;*
00066;0006*;000**;00***;0****;*
00067;0006*;000**;00***;0****;*
00068;0006*;000**;00***;0****;*
00069;0006*;000**;00***;0****;*
00070;0007*;000**;00***;0****;*
00071;0007*;000**;00***;0****;*
00072;0007*;000**;00***;0****;*
00073;0007*;000**;00***;0****;*
00074;0007*;000**;00***;0****;*
00075;0007*;000**;00***;0****;*
00076;0007*;000**;00***;0****;*
00077;0007*;000**;00***;0****;*
00078;0007*;000**;00***;0****;*
00079;0007*;000**;00***;0****;*
00080;0008*;000**;00***;0****;*
00081;0008*;000**;00***;0****;*
00082;0008*;000**;00***;0****;*
00083;0008*;000**;00***;0****;*
00084;0008*;000**;00***;0****;*
00085;0008*;000**;00***;0****;*
00086;0008*;000**;00***;0****;*
00087;0008*;000**;00***;0****;*
00088;0008*;000**;00***;0****;*
00089;0008*;000**;00***;0****;*
00090;0009*;000**;00***;0****;*
00091;0009*;000**;00***;0****;*
00092;0009*;000**;00***;0****;*
00093;0009*;000**;00***;0****;*
00094;0009*;000**;00***;0****;*
00095;0009*;000**;00***;0****;*
00096;0009*;000**;00***;0****;*
00097;0009*;000**;00***;0****;*
00098;0009*;000**;00***;0****;*
00099;0009*;000**;00***;0****;*
00100;0010*;001**;00***;0****;*
00101;0010*;001**;00***;0****;*
00102;0010*;001**;00***;0****;*
00103;0010*;001**;00***;0****;*
00104;0010*;001**;00***;0****;*
00105;0010*;001**;00***;0****;*
00106;0010*;001**;00***;0****;*
00107;0010*;001**;00***;0****;*
00108;0010*;001**;00***;0****;*
00109;0010*;001**;00***;0****;*
00110;0011*;001**;00***;0****;*
00111;0011*;001**;00***;0****;*
00112;0011*;001**;00***;0****;*
00113;0011*;001**;00***;0****;*
00114;0011*;001**;00***;0****;*
00115;0011*;001**;00***;0****;*
00116;0011*;001**;00***;0****;*
00117;0011*;001**;00***;0****;*
00118;0011*;001**;00***;0****;*
00119;0011*;001**;00***;0****;*
00120;0012*;001**;00***;0****;*
00121;0012*;001**;00***;0****;*
00122;0012*;001**;00***;0****;*
00123;0012*;001**;00***;0****;*
00124;0012*;001**;00***;0****;*
00125;0012*;001**;00***;0****;*
00126;0012*;001**;00***;0****;*
00127;0012*;001**;00***;0****;*
00128;0012*;001**;00***;0****;*
00129;0012*;001**;00***;0****;*
00130;0013*;001**;00***;0****;*
00131;0013*;001**;00***;0****;*
00132;0013*;001**;00***;0****;*
00133;0013*;001**;00***;0****;*
00134;0013*;001**;00***;0****;*
00135;0013*;001**;00***;0****;*
00136;0013*;001**;00***;0****;*
